000	000	000000
000	001	000000
000	010	000000
000	011	000000
000	100	000000
000	101	000000
000	110	000000
000	111	000000
001	000	000000
001	001	010111
001	010	001001
001	011	100000
001	100	010010
001	101	000100
001	110	011011
001	111	001101
010	000	000000
010	001	001001
010	010	010010
010	011	011011
010	100	100100
010	101	001000
010	110	010001
010	111	011010
011	000	000000
011	001	100000
011	010	011011
011	011	010110
011	100	010001
011	101	001100
011	110	000111
011	111	000010
100	000	000000
100	001	010010
100	010	100100
100	011	010001
100	100	100011
100	101	010000
100	110	100010
100	111	001111
101	000	000000
101	001	000100
101	010	001000
101	011	001100
101	100	010000
101	101	010100
101	110	011000
101	111	011100
110	000	000000
110	001	011011
110	010	010001
110	011	000111
110	100	100010
110	101	011000
110	110	001110
110	111	000100
111	000	000000
111	001	001101
111	010	011010
111	011	000010
111	100	001111
111	101	011100
111	110	000100
111	111	010001
