000	000	000000
000	001	000000
000	010	000000
000	011	000000
000	100	000000
000	101	000000
000	110	000000
000	111	000000
001	000	000000
001	001	011111
001	010	011001
001	011	010011
001	100	001101
001	101	000111
001	110	000001
001	111	100000
010	000	000000
010	001	011001
010	010	001101
010	011	000001
010	100	011010
010	101	001110
010	110	000010
010	111	011011
011	000	000000
011	001	010011
011	010	000001
011	011	010100
011	100	000010
011	101	010101
011	110	000011
011	111	010110
100	000	000000
100	001	001101
100	010	011010
100	011	000010
100	100	001111
100	101	011100
100	110	000100
100	111	010001
101	000	000000
101	001	000111
101	010	001110
101	011	010101
101	100	011100
101	101	100011
101	110	000101
101	111	001100
110	000	000000
110	001	000001
110	010	000010
110	011	000011
110	100	000100
110	101	000101
110	110	000110
110	111	000111
111	000	000000
111	001	100000
111	010	011011
111	011	010110
111	100	010001
111	101	001100
111	110	000111
111	111	000010
